id,InstitutionName,Country,Year,total
6381,Cr<U+00E9>dit Agricole SA,France,2016,41
6382,FRB San Francisco,United States,2016,41
6383,Faculty of Economics,Croatia,2016,41
6384,Fraunhofer-Institut f<U+00FC>r Schicht- und Oberfl<U+00E4>chentechnik IST,Germany,2015,41
6385,Gesellschaft f<U+00FC>r Anlagen- und Reaktorsicherheit,Germany,2015,41
6386,Guangdong University of Finance and Economics,China - People<U+2019>s Republic,2016,41
6387,Harran Universitesi,Turkey,2015,41
6388,Haverford College,United States,2016,41
6389,Hochschule Mittweida - Hochschulbibliothek,Germany,2016,41
6390,Howard Universioty Libraries,United States,2016,41
6391,INDRA,Spain,2015,41
6392,Institute of Economic Growth India,India,2016,41
6393,International Burch University,Bosnia and Herzegovina,2015,41
6394,International IDEA,Sweden,2015,41
6395,Istituto Nazionale Commercio Estero,Italy,2015,41
6396,Josef Stefan Institute,Slovenia,2016,41
6397,Kenya School of Government,Kenya,2016,41
6398,Korean Foreign Trade Association,Korea - Republic of,2016,41
6399,Levy Economics Institute of Bard College,United States,2015,41
6400,Linneuniversitetet,Sweden,2014,41
6401,Loyola University,United States,2014,41
6402,Namik Kemal Universitesi,Turkey,2016,41
6403,North China Electric Power University,China - People<U+2019>s Republic,2016,41
6404,Ostfalia Hochschule f<U+00FC>r Angewandte Wissenschaften,Germany,2016,41
6405,Pukyong National University,Korea - Republic of,2014,41
6406,SCD Universit<U+00E9> de Haute Alsace,France,2016,41
6407,TDC TELE DANMARK,Denmark,2016,41
6408,Tamkang University,Chinese Taipei,2014,41
6409,Technopolis Group,United Kingdom,2015,41
6410,Thailand Institute of Scientific Tech Research - TISTR,Thailand,2015,41
6411,The National Academies of Sciences - Engineering and Medicine - Research Center,United States,2014,41
6412,The National Library of Israel,Israel,2015,41
6413,Universite du Quebec,Canada,2015,41
6414,University of KwaZulu-Natal,South Africa,2014,41
6415,University of Richmond Law School Library,United States,2015,41
6416,University of South Bohemia,Czech Republic,2014,41
6417,University of Taipei,Chinese Taipei,2016,41
6418,University of the Aegean,Greece,2014,41
6419,Vassar College Libraries,United States,2014,41
6420,Aksaray Universitesi,Turkey,2014,40
6421,American University of Central Asia,Kyrgyzstan,2014,40
6422,BBVA,Spain,2015,40
6423,BKN,Sweden,2016,40
6424,CONOCER,Mexico,2015,40
6425,Cedos,Ukraine,2015,40
6426,Comunidad Universitaria del Golfo Centro AC,Mexico,2015,40
6427,Consejo de Seguridad Nuclear,Spain,2015,40
6428,Consejo de Seguridad Nuclear,Spain,2016,40
6429,Fraunhofer Institut f<U+00FC>r Molekularbiologie u. angewandte <U+00D6>kologie,Germany,2014,40
6430,Fraunhofer-Institut f<U+00FC>r Offene Kommunikationssysteme,Germany,2016,40
6431,Hochschule f<U+00FC>r Forstwirtschaft Rottenburg,Germany,2016,40
6432,Hochschule f<U+00FC>r Technik und Wirtschaft des Saarlandes,Germany,2014,40
6433,IPR Corp,United States,2016,40
6434,Inspektionen F<U+00F6>r Socialf<U+00F6>rs<U+00E4>kringen,Sweden,2016,40
6435,International Livestock Research Institute,Kenya,2014,40
6436,Jpma/Opir,Japan,2014,40
6437,Kaunas Colege - Library,Lithuania,2016,40
6438,Kenya Institute of Curriculum Development,Kenya,2016,40
6439,Konkurransetilsynet,Norway,2014,40
6440,Korea Inst. of Intellectual Property,Korea - Republic of,2016,40
6441,M<U+00FC>nchener R<U+00FC>ckversicherung Ag,Germany,2014,40
6442,MPI fuer auslaendisches oeffentliches Recht und Voelkerrecht,Germany,2016,40
6443,Ministry of Taxes,Azerbaijan,2015,40
6444,Muhimbili University of Health and Allied Sciences,Tanzania - United Republic of,2015,40
6445,Nanjing University of Information Science & Technology,China - People<U+2019>s Republic,2014,40
6446,Quinnipiac University,United States,2015,40
6447,Seisaku Kenkyu Daigakuin Daigaku,Japan,2014,40
6448,Taxation Institute of Australia,Australia,2015,40
6449,Toho Daigaku Igakubu Igakuka,Japan,2016,40
6450,United States Intl University Library,Kenya,2014,40
6451,Universidad Dr. Jos<U+00E9> Mat<U+00ED>as Delgado,El Salvador,2016,40
6452,Universidade Federal de Mato Grosso,Brazil,2015,40
6453,Zhejiang Wanli College,China - People<U+2019>s Republic,2015,40
6454,ABN AMRO Bank N.V.,Netherlands,2015,39
6455,AGENCIA DE SALUT PUBLICA DE BARCELONA,Spain,2016,39
6456,Andrews University,United States,2016,39
6457,Autorite de Surete Nucleaire,France,2015,39
6458,Bharathidasan University,India,2016,39
6459,Biblioteca Fundaci<U+00F3>n Instituto de Empresa,Spain,2014,39
6460,Biblioth<U+00E8>que Lyon,France,2014,39
6461,British Library,United Kingdom,2014,39
6462,Capital Group Companies Global,United Kingdom,2016,39
6463,Cardiff Metropolitan University,United Kingdom,2014,39
6464,China University of Petroleum,China - People<U+2019>s Republic,2015,39
6465,Chungnam National University,Korea - Republic of,2014,39
6466,Clemson University - R.M. Cooper Library,United States,2014,39
6467,Codelco Chile,Chile,2014,39
6468,Comision Nacional de Energia Atomica,Argentina,2016,39
6469,Cork Institute of Technology,Ireland,2014,39
6470,F<U+00F6>rs<U+00E4>kringskassan,Sweden,2015,39
6471,Fundacao Uni Federal do Pampa - UNIPAMPA,Brazil,2016,39
6472,Fundacion Empresas Publicas de Medellin,Colombia,2014,39
6473,Hekima University College,Kenya,2015,39
6474,Hochschule Bochum,Germany,2016,39
6475,Hochschule Magdeburg-Stendal,Germany,2016,39
6476,Human Sciences Research Council,South Africa,2016,39
6477,INDRA,Spain,2014,39
6478,Instituto Nacional de Cancer,Brazil,2016,39
6479,Istanbul Medeniyet Universitesi,Turkey,2015,39
6480,Italcementi S.P.A.,Italy,2014,39
6481,KANAGAWA UNIVERSITY,Japan,2016,39
6482,KANTO GAKUIN UNIVERSITY LIBRARY,Japan,2014,39
6483,KYUSHU SANGYO UNIVERSITY,Japan,2014,39
6484,Kenya School of Law,Kenya,2015,39
6485,Maejo University,Thailand,2015,39
6486,Merrill Lynch Japan Securities,Japan,2015,39
6487,Millersville University,United States,2015,39
6488,Ministry of Finance,Turkey,2014,39
6489,Mizuho Research Institute,Japan,2014,39
6490,Moody's Investors Service,United States,2016,39
6491,National Bank of Cambodia,Cambodia,2016,39
6492,National University of Mongolia,Mongolia,2014,39
6493,Nissay Kiso Kenkyusho,Japan,2015,39
6494,Sida - Swedish International Development Cooperation Agency,Sweden,2014,39
6495,St Augustine University of Tanzania,Tanzania - United Republic of,2014,39
6496,St. Lawrence University,United States,2014,39
6497,Universidad Nacional Costa Rica,Costa Rica,2014,39
6498,Universidad de las Am<U+00E9>ricas,Chile,2016,39
6499,Universidad del Mar,Mexico,2015,39
6500,Universiti Malaysia Kelantan,Malaysia,2015,39
6501,Uniwersytet Rzeszowski,Poland,2015,39
6502,Wyzsza Szkola Biznesu-National Louis University,Poland,2016,39
6503,Academic Library of Tallinn University,Estonia,2015,38
6504,Baker & McKenzie (Gaikokuho Joint Enterprise),Japan,2014,38
6505,Beijing Technology & Business University,China - People<U+2019>s Republic,2014,38
6506,Brunel University London,United Kingdom,2014,38
6507,Bryn Mawr College,United States,2014,38
6508,CHUBU UNIVERSITY,Japan,2015,38
6509,CSIR - Council Scientific Industrial Research,South Africa,2014,38
6510,Civita,Norway,2014,38
6511,ESCP Europe Wirtschaftshochschule Berlin,Germany,2016,38
6512,ESIEE Paris,France,2016,38
6513,Emploi-Qu<U+00E9>bec,Canada,2016,38
6514,European Southern Observatory,Germany,2015,38
6515,Fraunhofer-Institut f<U+00FC>r Umwelt- - Sicherheits- und Energietechnik UMSICHT,Germany,2015,38
6516,Hirosasaki University,Japan,2016,38
6517,Hochschule Anhalt,Germany,2016,38
6518,Huddinge Kommun,Sweden,2015,38
6519,Institut Quimic de Sarria,Spain,2014,38
6520,Interdepartmental Analytical Center,Russian Federation,2014,38
6521,JYSKE BANK,Denmark,2016,38
6522,KANAGAWA UNIVERSITY,Japan,2015,38
6523,Karatina University,Kenya,2016,38
6524,MEISEI UNIVERSITY Library,Japan,2016,38
6525,Mauritius Revenue Authority,Mauritius,2016,38
6526,Mzumbe University,Tanzania - United Republic of,2014,38
6527,N<U+00F6> Gesundheits- Und Sozialfonds,Austria,2015,38
6528,NCEE,United States,2014,38
6529,NEIU Ronald Williams Library,United States,2015,38
6530,OPEC Information Center (Library),Austria,2014,38
6531,SCD de l'universit<U+00EF><U+00BF><U+00BD> de Valenciennes et du Hainaut Cambr<U+00EF><U+00BF><U+00BD>,France,2015,38
6532,Secretar<U+00ED>a de Cultura de la Presidencia,El Salvador,2016,38
6533,TEIKYO UNIVERSITY,Japan,2014,38
6534,Tezpur University,India,2016,38
6535,Trinity University Library,United States,2015,38
6536,Tung Wah College,China - People<U+2019>s Republic,2015,38
6537,Universidade Federal da Bahia - UFBA,Brazil,2014,38
6538,Universite du Quebec,Canada,2016,38
6539,University of Colorado at Colorado Springs,United States,2016,38
6540,Yalova Universitesi,Turkey,2015,38
6541,Acadia University,Canada,2016,37
6542,Agenzia Italiana del Farmaco A.I.F.A.,Italy,2015,37
6543,BBVA,Spain,2016,37
6544,Bank of Japan,Japan,2015,37
6545,Barry University,United States,2015,37
6546,Bergen Resource Ctr for Intl Development,Norway,2016,37
6547,Bozok Universitesi,Turkey,2015,37
6548,Capital University of Economics and Business,China - People<U+2019>s Republic,2014,37
6549,Caribbean Development Bank,Barbados,2016,37
6550,Ceic Data Company Ltd,France,2015,37
6551,Colby College,United States,2014,37
6552,DENRYOKU CHUO KENKYUSHO,Japan,2014,37
6553,Defense Intelligence Agency,United States,2015,37
6554,Depauw University,United States,2015,37
6555,ESIEE Paris,France,2015,37
6556,Eskisehir Osmangazi Universitesi,Turkey,2014,37
6557,FRB New York,United States,2014,37
6558,Gokhale Institute of Politics & Economics,India,2016,37
6559,HAROKOPIO UNIVERSITY.LIBRARY & INFORMATION CENTRE,Greece,2016,37
6560,Hochschule Anhalt,Germany,2015,37
6561,Hochschule F<U+00FC>r Nachhaltige Entwicklung Eberswalde,Germany,2016,37
6562,Infarma,Poland,2015,37
6563,Instituto de Seguros de Portugal,Portugal,2015,37
6564,Kenya Methodist University: Satellite Centres,Kenya,2015,37
6565,Kobe City University of Foreign Studies,Japan,2016,37
6566,Kyrgyzstan-Turkey Manas University - Library,Kyrgyzstan,2014,37
6567,Legislative Library of British Columbia,Canada,2015,37
6568,MEDREG,Italy,2015,37
6569,Maulana Azad National Institute of Technology,India,2015,37
6570,Ministry for the Environment,New Zealand,2014,37
6571,Nanjing University of Science & Technology,China - People<U+2019>s Republic,2016,37
6572,Public Power Corporation,Greece,2016,37
6573,Queensland Health,Australia,2014,37
6574,Ref Ricerche,Italy,2016,37
6575,SUNY Oneonta,United States,2015,37
6576,Shandong University of Technology,China - People<U+2019>s Republic,2016,37
6577,Sociaal Economische Raad,Netherlands,2014,37
6578,Swedish Research Council,Sweden,2016,37
6579,Teachers Union of Ireland,Ireland,2015,37
6580,Tezpur University,India,2015,37
6581,UK Commission for Employment and Skills,United Kingdom,2016,37
6582,Uni Federal da Fronteira do Sul - UFFS,Brazil,2016,37
6583,Universidad Oberta de Catalunya,Spain,2014,37
6584,Universidade Federal de Sergipe,Brazil,2015,37
6585,Universiteti AAB,Serbia,2015,37
6586,University of Economics HCMC,Viet Nam,2015,37
6587,University of Hawaii at Manoa Library,United States,2014,37
6588,University of Nebraska At Omaha,United States,2016,37
6589,University of Saint Joseph,China - People<U+2019>s Republic,2016,37
6590,University of Texas Rio Grande Valley,United States,2016,37
6591,University of Yangon,Myanmar,2016,37
6592,Utah State University,United States,2015,37
6593,ANRT,France,2015,36
6594,African Capacity Building Foundation,Zimbabwe,2016,36
6595,Ateneo de Manila University,Philippines,2014,36
6596,BC Ministry of Health - HHS Library,Canada,2015,36
6597,Bayburt Universiesi,Turkey,2015,36
6598,Central Bank of Trinidad and Tobago,Trinidad and Tobago,2015,36
6599,Dalat University,Viet Nam,2015,36
6600,Dansk Metal,Denmark,2014,36
6601,Eesti Pank / Bank of Estonia,Estonia,2014,36
6602,Elsevier Indexing,India,2015,36
6603,Facamp Faculdades de Campinas,Brazil,2015,36
6604,Franklin & Marshall College Library,United States,2015,36
6605,Hammersmith and West London,United Kingdom,2015,36
6606,ITESM - Campus Queretaro,Mexico,2015,36
6607,Institute of Accountancy Arusha,Tanzania - United Republic of,2015,36
6608,Ithaca College Library,United States,2016,36
6609,Kansas State University,United States,2014,36
6610,Korea Atomic Energy Research Institute,Korea - Republic of,2016,36
6611,Library of Siauliai University,Lithuania,2015,36
6612,Ministry of Economic Affairs,Chinese Taipei,2016,36
6613,Mount Allison University,Canada,2016,36
6614,Mutare Teachers College,Zimbabwe,2015,36
6615,NIVEL,Netherlands,2015,36
6616,National Academy for Educational Research,Chinese Taipei,2014,36
6617,National Library of New Zealand,New Zealand,2014,36
6618,Redeemer's University,Nigeria,2016,36
6619,SAINT MARY'S COLLEGE LIBRARY,United States,2015,36
6620,SULLIVAN & CROMWELL,France,2016,36
6621,San Diego State University Library,United States,2014,36
6622,Saskatchewan Legislative Library,Canada,2015,36
6623,Shanghai Institutes for Biological Sciences CAS,China - People<U+2019>s Republic,2016,36
6624,Universidade Federal de Lavras,Brazil,2014,36
6625,Universit<U+00E9> Shalom de Bunia,Congo,2016,36
6626,University of Antananarivo,Madagascar,2016,36
6627,University of Dayton,United States,2016,36
6628,WA Department of Health,Australia,2015,36
6629,William Paterson University,United States,2015,36
6630,Yuan-Ze University,Chinese Taipei,2015,36
6631,AICHI GAKUIN UNIVERSITY,Japan,2015,35
6632,Akme Archive Sp. z o.o.,Poland,2016,35
6633,Bozok Universitesi,Turkey,2016,35
6634,CCHS (CSIC),Spain,2014,35
6635,Carleton College Library,United States,2014,35
6636,Central Bank of Iran,Iran - Islamic Republic of,2016,35
6637,Chapman University,United States,2016,35
6638,Cukurova University,Turkey,2015,35
6639,DELTA FINANCE,France,2016,35
6640,Escuela Normal Superior,Mexico,2016,35
6641,Finnish Centre for Pensions,Finland,2014,35
6642,Firat University,Turkey,2015,35
6643,Firat University,Turkey,2016,35
6644,Fitch Ratings,United Kingdom,2015,35
6645,HAROKOPIO UNIVERSITY.LIBRARY & INFORMATION CENTRE,Greece,2014,35
6646,HS Landshut - Bibliothek,Germany,2014,35
6647,Hochschulbibliothek der HTWG Konstanz,Germany,2014,35
6648,Instituto Mora. Biblioteca <U+201C>Ernesto de la Torre Villar<U+201D>,Mexico,2015,35
6649,Kaunas Colege - Library,Lithuania,2015,35
6650,Kerst & Schweitzer oHG,Germany,2014,35
6651,Kuwait University,Kuwait,2014,35
6652,Lanzhou University,China - People<U+2019>s Republic,2014,35
6653,National I-Lan University,Chinese Taipei,2015,35
6654,Nippon Keizai Dantai Rengokai,Japan,2016,35
6655,Norges Forskningsrad,Norway,2014,35
6656,OSAKA GAKUIN UNIVERSITY,Japan,2015,35
6657,Petercam,Belgium,2016,35
6658,Pontificia Universidad Cat<U+00F3>lica Madre y Maestra,Dominican Republic,2014,35
6659,Pontificia Universidad Cat<U+00F3>lica de Valparaiso,Chile,2014,35
6660,Rochester Institute of Technology,United States,2014,35
6661,SCA Hygiene Products AB,Sweden,2014,35
6662,SWS Research Co.Ldt,China - People<U+2019>s Republic,2016,35
6663,Sam Houston State University,United States,2016,35
6664,Shanghai Library,China - People<U+2019>s Republic,2014,35
6665,Shanghai WTO Affairs Consultation Center,China - People<U+2019>s Republic,2016,35
6666,TOKAI UNIVERSITY,Japan,2014,35
6667,TPAO - T<U+00FC>rkiye Petrolleri Anonim Ortakligi,Turkey,2014,35
6668,Takasaki Univ of Economics Library,Japan,2016,35
6669,Technological Education Inst,Greece,2015,35
6670,Tietgenskolen,Denmark,2015,35
6671,Trinity College,United States,2014,35
6672,Truman State University,United States,2016,35
6673,Uni Federal da Fronteira do Sul - UFFS,Brazil,2015,35
6674,Universidade Federal Rural de Pernambuco,Brazil,2016,35
6675,Universidade Federal do Amazonas,Brazil,2015,35
6676,Universidade Metodista de Piracicaba,Brazil,2016,35
6677,University of Buckingham,United Kingdom,2014,35
6678,University of Missouri - Kansas City,United States,2014,35
6679,University of North Texas,United States,2014,35
6680,AARHUS SCHOOL OF BUSINESS LIBRARY,Denmark,2014,34
6681,American University in Bulgaria,Bulgaria,2014,34
6682,BIBLIOTECA INVALSI,Italy,2014,34
6683,BUREAU FEDERAL DU PLAN,Belgium,2014,34
6684,CCR,France,2015,34
6685,CILSS,Burkina Faso,2016,34
6686,CRUI-CARE,Italy,2016,34
6687,Canadian Partnership Against Cancer,Canada,2016,34
6688,Centro Federal de Educa<U+00E7><U+00E3>o Tecnol<U+00F3>gica de Minas Gerais,Brazil,2015,34
6689,Dicle Universitesi,Turkey,2015,34
6690,Dumlupinar Universitesi,Turkey,2014,34
6691,EM LYON,France,2015,34
6692,Family Development Foundation,United Arab Emirates,2016,34
6693,H<U+00F6>gskolan i G<U+00E4>vle,Sweden,2016,34
6694,ITU - Intl Telecommunication Union,Switzerland,2014,34
6695,Indian Institute of Management - Shillong,India,2015,34
6696,Indiana State University,United States,2016,34
6697,Instituto Nacional de Cancer,Brazil,2015,34
6698,Instituto Nacional de Pesquisas Espaciais,Brazil,2015,34
6699,Intl Centre of Insect Physiology & Ecology,Kenya,2015,34
6700,Kerala University Library,India,2016,34
6701,King Saud University,Saudi Arabia,2014,34
6702,Kokuritsu Kankyo Kenkyusho,Japan,2015,34
6703,Le CIEP,France,2016,34
6704,Lithuanian Energy Institute,Lithuania,2015,34
6705,NPS Dudley Knox Library,United States,2014,34
6706,Norwegian Directorate for Education & Training,Norway,2014,34
